Name,Price,1h %,24h %,7d %,Market Cap,Volume(24h),Circulating Supply
NFTX (NFTX),$12.47,-0.28%,-0.86%,-14.01%,"$7,562,947","$15,754 (1,263 NFTX)","606,672 NFTX"
Fast Access Blockchain (FAB),$0.2664,-0.55%,-0.04%,+1.42%,"$7,546,866","$63,405 (237,966 FAB)","28,320,115 FAB"
Innovative Bioresearch Coin (INNBC),$0.000006116,-0.23%,+0.47%,-4.31%,"$7,518,144",--,"1,229,840,000,000 INNBC"
pNetwork (PNT),$0.1182,-0.71%,-3.73%,-19.32%,"$7,507,559","$552,777 (4,676,088 PNT)","63,522,978 PNT"
Position Exchange (POSI),$0.09443,-0.29%,-2.49%,-6.14%,"$7,496,117","$5,098,511 (53,993,859 POSI)","79,409,694 POSI"
Diamond (DMD),$2.01,+0.28%,+0.08%,-2.73%,"$7,490,518","$12,548 (6,244 DMD)","3,728,043 DMD"
Counterparty (XCP),$2.86,-0.01%,-1.43%,-1.28%,"$7,485,850",$31 (11 XCP),"2,613,892 XCP"
Era Swap (ES),$0.004396,+0.62%,+0.58%,+1.76%,"$7,401,038","$78,388 (17,830,858 ES)","1,683,880,778 ES"
Suku (SUKU),$0.04145,-2.08%,+0.37%,-17.22%,"$7,392,368","$561,190 (13,527,545 SUKU)","178,403,407 SUKU"
Quantum Resistant Ledger (QRL),$0.09596,+0.68%,+3.44%,-9.22%,"$7,338,340","$22,662 (236,101 QRL)","76,837,196 QRL"
Lattice Token (LTX),$0.2567,-0.30%,+0.01%,-9.43%,"$7,347,483","$13,971 (54,395 LTX)","28,653,896 LTX"
Aventus (AVT),$1.23,+0.00%,-3.82%,-9.39%,"$7,354,738","$62,580 (51,030 AVT)","6,000,000 AVT"
RFOX (RFOX),$0.005608,+0.14%,+9.47%,+6.92%,"$7,352,206","$262,348 (46,787,913 RFOX)","1,312,000,760 RFOX"
Scallop (SCLP),$0.1496,-0.28%,+1.89%,-12.08%,"$7,321,528","$61,969 (413,437 SCLP)","48,944,953 SCLP"
Inflation Hedging Coin (IHC),$0.0000613,+0.13%,-0.78%,+1.42%,"$7,318,985","$89,130 (1,456,629,883 IHC)","119,642,987,723 IHC"
Mirror Protocol (MIR),$0.09337,+0.26%,-4.86%,-24.22%,"$7,249,237","$6,011,775 (64,332,897 MIR)","77,742,680 MIR"
Hacken Token (HAI),$0.0153,+0.16%,-1.97%,-2.13%,"$7,258,545","$559,081 (36,512,636 HAI)","474,371,758 HAI"
WHALE (WHALE),$0.7918,-0.30%,-0.95%,-0.38%,"$7,236,028","$265,835 (335,478 WHALE)","9,146,791 WHALE"
Vita Inu (VINU),$0.000000009524,-0.21%,-3.73%,-7.36%,"$7,210,900","$1,577,445 (165,621,609,320,245 VINU)","757,006,467,073,353 VINU"
Electra Protocol (XEP),$0.0004073,-2.61%,-2.59%,-7.19%,"$7,172,867","$43,926 (107,658,473 XEP)","17,607,663,729 XEP"
Buying.com (BUY),$0.02158,-0.10%,+12.92%,+15.35%,"$7,160,525","$268,786 (12,454,616 BUY)","331,789,518 BUY"
CUDOS (CUDOS),$0.002057,-0.28%,-1.22%,-2.38%,"$7,087,186","$692,677 (336,533,437 CUDOS)","3,449,041,267 CUDOS"
Dacxi (DACXI),$0.001964,-0.04%,-1.15%,-8.78%,"$6,942,732","$128,105 (65,231,754 DACXI)","3,535,828,988 DACXI"
Insights Network (INSTAR),$0.03519,-0.08%,-0.31%,-12.51%,"$6,922,196",--,"196,753,508 INSTAR"
GoCrypto Token (GOC),$0.02802,-0.06%,+3.12%,-2.11%,"$6,871,511","$189,738 (6,773,475 GOC)","245,278,438 GOC"
OVR (OVR),$0.3353,-0.20%,+0.26%,-5.25%,"$6,852,463","$1,460,046 (4,354,989 OVR)","20,439,769 OVR"
BitForex Token (BF),$0.001585,-0.31%,-0.62%,-7.00%,"$6,796,052","$604,105 (382,119,212 BF)","4,289,073,705 BF"
PERL.eco (PERL),$0.0137,-0.46%,-0.50%,-15.46%,"$6,726,281","$802,436 (58,495,546 PERL)","490,938,908 PERL"
Fruits (FRTS),$0.0003184,-1.67%,-5.62%,-55.52%,"$6,707,099","$597,060 (1,874,210,993 FRTS)","21,066,845,547 FRTS"
LBRY Credits (LBC),$0.01014,-0.00%,-0.03%,-2.97%,"$6,630,874","$12,630 (1,245,502 LBC)","654,237,215 LBC"
ASTA (ASTA),$0.003136,+0.29%,+3.75%,+7.92%,"$6,586,507","$249,609 (79,459,708 ASTA)","2,099,999,990 ASTA"
Inter Milan Fan Token (INTER),$1.97,-2.39%,-1.35%,-6.57%,"$6,529,468","$627,693 (319,166 INTER)","3,315,535 INTER"
Hiblocks (HIBS),$0.0006457,+0.16%,+3.10%,-15.81%,"$6,512,716","$849,671 (1,317,762,993 HIBS)","10,086,444,804 HIBS"
Numbers Protocol (NUM),$0.02685,-0.04%,+0.43%,-10.51%,"$6,494,950","$389,609 (14,508,919 NUM)","241,871,684 NUM"
Atletico De Madrid Fan Token (ATM),$2.33,+0.07%,+0.69%,-10.61%,"$6,468,970","$1,040,061 (446,695 ATM)","2,784,380 ATM"
BUX Token (BUX),$0.1119,-0.03%,+2.91%,+0.90%,"$6,480,107","$125,160 (1,118,113 BUX)","57,904,773 BUX"
BSCPAD (BSCPAD),$0.08174,-1.30%,-6.70%,-12.80%,"$6,509,756","$97,772 (1,196,084 BSCPAD)","79,211,621 BSCPAD"
TitanSwap (TITAN),$0.0699,-1.57%,+0.85%,-15.30%,"$6,479,165","$1,796,938 (25,707,560 TITAN)","92,615,119 TITAN"
Emirex Token (EMRX),$0.2366,-0.04%,+0.03%,-1.92%,"$6,449,060","$73,111 (308,984 EMRX)","27,258,765 EMRX"
PEAKDEFI (PEAK),$0.004171,-0.33%,+3.56%,-3.05%,"$6,427,068","$40,238 (9,646,881 PEAK)","1,541,482,387 PEAK"
Marinade Staked SOL (MSOL),$12.87,-0.64%,-1.27%,-15.07%,"$6,437,956","$1,207,628 (93,796 MSOL)","498,000 MSOL"
Banano (BAN),$0.004528,-0.25%,+0.20%,-0.76%,"$6,433,039","$14,005 (3,093,077 BAN)","1,415,084,329 BAN"
QuadrantProtocol (EQUAD),$0.01538,-0.43%,+1.77%,-1.82%,"$6,389,524","$25,934 (1,686,248 EQUAD)","415,437,335 EQUAD"
Crypterium (CRPT),$0.06767,+0.58%,-2.44%,-0.30%,"$6,370,387","$221,853 (3,278,446 CRPT)","94,206,306 CRPT"
ReddCoin (RDD),$0.0002095,-0.31%,-4.21%,-28.01%,"$6,367,259","$3,021 (14,417,313 RDD)","30,397,274,955 RDD"
BEPRO Network (BEPRO),$0.0006308,-0.43%,+0.61%,-12.21%,"$6,308,679","$184,447 (292,383,070 BEPRO)","10,000,000,000 BEPRO"
Across Protocol (ACX),$0.04555,-0.13%,+2.13%,-17.13%,"$6,288,827","$95,825 (2,103,620 ACX)","138,063,734 ACX"
Thetan Arena (THG),$0.05496,+0.08%,+0.05%,-0.45%,"$6,237,900","$919,214 (16,725,888 THG)","113,584,954 THG"
Validity (VAL),$1.32,+0.01%,+1.80%,-2.41%,"$6,236,366","$34,649 (26,303 VAL)","4,733,691 VAL"
Epic Cash (EPIC),$0.4014,-0.13%,-0.18%,-1.30%,"$6,224,948","$4,146 (10,328 EPIC)","15,511,256 EPIC"
SORA (XOR),$3.07,-0.16%,-0.71%,+4.71%,"$6,187,960","$581,662 (189,710 XOR)","2,018,586 XOR"
DigixDAO (DGD),$83.20,-1.28%,-1.50%,+1.95%,"$6,145,284",--,"73,874 DGD"
ProximaX (XPX),$0.001004,-0.02%,+5.59%,-2.20%,"$6,121,505","$155,706 (155,064,446 XPX)","6,097,456,550 XPX"
Arianee (ARIA20),$0.2242,+0.16%,+3.30%,+3.57%,"$6,023,822","$1,791 (7,987 ARIA20)","26,853,505 ARIA20"
Findora (FRA),$0.001288,-1.28%,+1.44%,-24.65%,"$5,925,653","$235,008 (182,512,918 FRA)","4,607,627,719 FRA"
Aurory (AURY),$0.6169,-0.19%,-0.10%,-9.05%,"$5,933,118","$28,257 (45,804 AURY)","9,600,000 AURY"
Venus DAI (vDAI),$0.02156,-0.02%,-0.02%,+0.05%,"$5,917,989","$6,823,034 (316,501,557 VDAI)","274,537,625 vDAI"
Unification (FUND),$0.1717,-0.45%,-0.27%,+2.04%,"$5,915,212","$52,402 (305,265 FUND)","34,447,402 FUND"
Neutrino Token (NSBT),$2.16,-2.51%,+2.08%,-12.08%,"$5,951,921","$19,267 (8,920 NSBT)","2,731,318 NSBT"
Gari Network (GARI),$0.02969,+0.07%,-2.34%,-12.11%,"$5,875,000","$530,710 (17,877,946 GARI)","198,157,535 GARI"
Permission Coin (ASK),$0.0003618,-0.06%,+0.18%,-2.44%,"$5,847,551","$12,434 (34,370,157 ASK)","16,166,619,298 ASK"
Carbon Credit (CCT),$0.344,-0.15%,+0.87%,+2.43%,"$5,845,139","$46,650 (135,618 CCT)","16,988,760 CCT"
Dimecoin (DIME),$0.00001219,-0.26%,+0.44%,-4.52%,"$5,828,912",--,"478,333,438,962 DIME"
TEMCO (TEMCO),$0.001458,-2.93%,-7.51%,-13.37%,"$5,791,390","$51,320 (35,208,760 TEMCO)","3,973,256,413 TEMCO"
Retreeb (TREEB),$0.01057,-0.26%,+4.02%,-9.19%,"$5,777,528","$151,992 (14,377,471 TREEB)","546,916,195 TREEB"
VIMworld (VEED),$0.001023,-0.02%,-6.44%,-9.93%,"$5,695,166","$152,296 (148,823,778 VEED)","5,566,374,466 VEED"
ScPrime (SCP),$0.1231,-0.04%,-0.73%,-2.62%,"$5,602,337","$3,030 (24,614 SCP)","45,509,781 SCP"
Grin (GRIN),$0.05702,+1.45%,+6.14%,-15.67%,"$5,596,692","$613,285 (10,756,292 GRIN)","98,212,860 GRIN"
Velo (VELO),$0.001123,+1.50%,+6.35%,+1.26%,"$5,558,729","$1,055,269 (939,750,053 VELO)","4,984,154,058 VELO"
Zynecoin (ZYN),$0.1709,+3.75%,+4.52%,+1.76%,"$5,517,195","$53,185 (311,134 ZYN)","32,713,186 ZYN"
WeWay (WWY),$0.007189,-2.24%,-11.51%,-41.58%,"$5,586,480","$955,295 (132,884,489 WWY)","777,246,216 WWY"
Calamari Network (KMA),$0.001948,-0.18%,-2.19%,+2.00%,"$5,584,218","$19,601 (10,061,552 KMA)","2,855,618,728 KMA"
BigONE Token (ONE),$0.0005871,-0.19%,+2.75%,-3.33%,"$5,555,198",--,"9,449,081,034 ONE"
Venus LTC (vLTC),$1.33,-0.11%,-0.58%,-9.91%,"$5,519,080","$18,611 (13,955 VLTC)","4,142,378 vLTC"
Nakamoto Games (NAKA),$0.07625,+0.57%,+6.98%,+7.92%,"$5,517,957","$736,165 (9,654,464 NAKA)","72,360,517 NAKA"
Soda Coin (SOC),$0.002902,+0.50%,+4.53%,-25.70%,"$5,475,144","$1,351,830 (465,843,826 SOC)","1,890,000,000 SOC"
BioPassport Token (BIOT),$0.003117,+0.13%,-0.81%,+13.91%,"$5,462,545","$1,213,829 (389,413,577 BIOT)","1,755,103,460 BIOT"
Quiztok (QTCON),$0.0008633,-0.64%,-3.63%,-11.23%,"$5,463,431","$142,347 (164,891,528 QTCON)","6,331,548,893 QTCON"
RED TOKEN (RED),$0.0008373,-0.61%,+7.76%,+0.20%,"$5,424,496","$1,167,062 (1,393,859,987 RED)","6,500,834,106 RED"
ProBit Token (PROB),$0.1295,+0.92%,-1.88%,+4.97%,"$5,439,026","$1,749 (13,502 PROB)","42,000,000 PROB"
AS Roma Fan Token (ASR),$2.37,+0.23%,-0.91%,-8.61%,"$5,404,987","$762,635 (321,226 ASR)","2,276,232 ASR"
ReapChain (REAP),$0.01755,-0.08%,-2.29%,-13.66%,"$5,387,088","$1,139,269 (64,931,746 REAP)","307,700,000 REAP"
Altura (ALU),$0.008604,+0.76%,+1.89%,-7.27%,"$5,382,824","$244,130 (28,375,113 ALU)","625,757,089 ALU"
Venus Reward Token (VRT),$0.0002445,-0.02%,-0.53%,-4.93%,"$5,378,399","$48,950 (200,182,608 VRT)","21,999,981,080 VRT"
Victoria VR (VR),$0.006187,+1.90%,+2.68%,-8.16%,"$5,370,809","$995,060 (160,835,262 VR)","868,285,368 VR"
MintMe.com Coin (MINTME),$0.02843,+0.40%,+3.70%,+0.35%,"$5,284,523","$82,246 (2,893,280 MINTME)","185,590,144 MINTME"
Rari Governance Token (RGT),$0.4212,-2.14%,+3.94%,-22.42%,"$5,255,605","$1,330 (3,157 RGT)","12,472,026 RGT"
Cellframe (CELL),$0.1824,-0.43%,+5.08%,+2.79%,"$5,219,346","$66,134 (362,506 CELL)","28,599,168 CELL"
Crust Network (CRU),$0.5641,-0.73%,+0.27%,-12.41%,"$5,229,015","$2,560,880 (4,539,917 CRU)","9,245,318 CRU"
Memetic / PepeCoin (MEME),$0.1743,-0.09%,+0.07%,-3.46%,"$5,204,915","$418 (2,397 MEME)","29,873,823 MEME"
Zano (ZANO),$0.4479,-0.05%,+1.84%,-11.89%,"$5,142,558","$58,767 (131,209 ZANO)","11,483,752 ZANO"
Observer (OBSR),$0.0009134,+1.03%,-8.01%,-3.33%,"$5,139,191","$14,831 (16,237,549 OBSR)","5,627,080,871 OBSR"
Pangolin (PNG),$0.03628,-1.34%,+7.37%,-10.58%,"$5,121,475","$738,019 (20,344,419 PNG)","141,494,765 PNG"
BLOCKv (VEE),$0.001443,-0.04%,+0.42%,-11.28%,"$5,097,969","$147 (101,626 VEE)","3,532,325,265 VEE"
Molecular Future (MOF),$0.0001005,-0.10%,+0.09%,+0.80%,"$5,030,008","$371,360 (3,695,019,494 MOF)","50,000,000,000 MOF"
Project WITH (WIKEN),$0.005347,-3.65%,+44.22%,+18.71%,"$5,006,089","$4,192,261 (783,969,961 WIKEN)","937,198,527 WIKEN"
Mysterium (MYST),$0.25,-0.46%,+1.84%,-1.68%,"$5,008,442","$296,447 (1,185,759 MYST)","20,033,628 MYST"
Nexus (NXS),$0.06752,-0.09%,-6.24%,-3.02%,"$5,000,980","$4,324 (64,039 NXS)","74,084,647 NXS"
Darwinia Network (RING),$0.003991,-0.71%,+0.72%,-6.84%,"$4,991,925","$57,991 (14,530,545 RING)","1,245,129,845 RING"
ELYSIA (EL),$0.001535,+0.02%,+0.47%,-13.84%,"$4,957,892","$169,080 (110,127,703 EL)","3,231,133,910 EL"
Unicly CryptoPunks Collection (UPUNK),$0.01981,-0.15%,+0.35%,+0.40%,"$4,945,075","$41,459 (2,092,757 UPUNK)","250,000,000 UPUNK"
Sylo (SYLO),$0.002028,-0.40%,-0.30%,-15.34%,"$4,932,341","$737,128 (363,474,525 SYLO)","2,431,617,492 SYLO"
SHILL Token (SHILL),$0.01379,+0.57%,+3.69%,+5.24%,"$4,921,563","$772,441 (56,033,908 SHILL)","357,073,944 SHILL"
Ariva (ARV),$0.00006768,+0.15%,-3.79%,-12.99%,"$4,909,030","$1,201,268 (17,749,489,480 ARV)","72,553,169,190 ARV"
Swash (SWASH),$0.01038,-0.06%,+1.18%,-2.23%,"$4,874,934","$106,031 (10,210,767 SWASH)","469,443,965 SWASH"
Infinity PAD (IPAD),$0.004872,-0.05%,-0.85%,-6.30%,"$4,872,325",--,"999,999,990 IPAD"
Dypius (DYP),$0.2048,-0.22%,+4.48%,-10.63%,"$4,841,689","$906,275 (4,424,257 DYP)","23,631,124 DYP"
Jupiter (JUP),$0.004816,-0.56%,+0.20%,-30.90%,"$4,816,919","$228,587 (47,464,842 JUP)","1,000,000,000 JUP"
ETHAX (ETHAX),$0.0268,-0.08%,-11.66%,-22.22%,"$4,809,606","$70,888 (2,645,373 ETHAX)","179,491,102 ETHAX"
MASQ (MASQ),$0.1881,-0.68%,+0.21%,-13.31%,"$4,807,922","$95,389 (507,212 MASQ)","25,560,579 MASQ"
ChainX (PCX),$0.3835,+0.59%,-3.61%,-1.54%,"$4,780,884","$79,850 (208,194 PCX)","12,505,375 PCX"
Crypton (CRP),$0.6449,+0.04%,+0.06%,-0.07%,"$4,786,793","$223,939 (347,263 CRP)","7,422,997 CRP"
FOAM (FOAM),$0.01497,-0.09%,-11.32%,-14.68%,"$4,737,706",--,"316,571,950 FOAM"
Trabzonspor Fan Token (TRA),$1.17,+1.74%,+1.86%,+8.49%,"$4,580,074","$653,172 (559,796 TRA)","3,923,337 TRA"
ZIMBOCASH (ZASH),$0.002856,-1.36%,+1.02%,-57.86%,"$4,568,537","$870 (304,763 ZASH)","1,590,616,010 ZASH"
Gulf Coin (GULF),$0.03961,-0.08%,-0.52%,-3.81%,"$4,541,384","$1,424,696 (35,964,261 GULF)","114,627,357 GULF"
Dragonchain (DRGN),$0.01224,-0.30%,+2.10%,-7.79%,"$4,535,077","$16,651 (1,360,663 DRGN)","370,772,651 DRGN"
Tokenomy (TEN),$0.02264,+0.28%,-0.33%,+0.14%,"$4,527,691","$1,863 (82,302 TEN)","200,000,000 TEN"
Nash (NEX),$0.1534,-0.02%,-1.09%,+0.35%,"$4,474,936","$3,016 (19,660 NEX)","29,166,201 NEX"
Signum (SIGNA),$0.002094,-0.49%,+4.48%,+21.72%,"$4,461,593","$22,778 (10,878,818 SIGNA)","2,130,801,392 SIGNA"
Cashaa (CAS),$0.005439,-0.07%,+3.55%,-4.96%,"$4,451,460","$189,419 (34,823,507 CAS)","819,528,005 CAS"
GuildFi (GF),$0.1051,-0.22%,+1.55%,-16.62%,"$4,430,611","$1,576,108 (14,996,007 GF)","42,185,072 GF"
POA Network (POA),$0.01503,-0.00%,-3.42%,+8.79%,"$4,432,819","$22 (1,452 POA)","294,965,004 POA"
Ignis (IGNIS),$0.005823,+0.24%,-1.54%,-2.70%,"$4,421,198","$12,254 (2,104,390 IGNIS)","761,143,950 IGNIS"
Shiryo (SHIRYO),$0.0...04493,+0.53%,+7.85%,-3.90%,"$4,411,548","$8,492 (1,890,783,448,650,664 SHIRYO)","981,846,777,310,948,352 SHIRYO"
QASH (QASH),$0.01273,+0.95%,-3.72%,-6.52%,"$4,455,568","$12,479 (999,093 QASH)","350,000,000 QASH"
STAKE (STAKE),$0.5166,-0.03%,+6.21%,-3.02%,"$4,370,048",$8 (15 STAKE),"8,460,044 STAKE"
SwftCoin (SWFTC),$0.001091,-0.77%,-1.66%,-4.41%,"$4,368,492","$1,956,921 (1,796,080,439 SWFTC)","4,004,999,999 SWFTC"
Rainicorn (RAINI),$0.008722,-0.32%,-1.66%,-6.35%,"$4,360,853","$62,142 (7,127,512 RAINI)","500,000,000 RAINI"
MonkeyLeague (MBS),$0.04992,-0.46%,-10.54%,-23.96%,"$4,333,784","$387,388 (7,749,821 MBS)","86,815,679 MBS"
Forj(Bondly) (BONDLY),$0.005502,-0.03%,-2.21%,-2.90%,"$4,337,150","$54,017 (9,817,246 BONDLY)","788,287,426 BONDLY"
GamerCoin (GHX),$0.009018,-0.22%,+1.90%,-12.26%,"$4,298,460","$292,482 (32,463,259 GHX)","476,672,501 GHX"
Misbloc (MSB),$0.02143,+0.35%,+4.66%,-14.49%,"$4,265,373","$1,295,226 (60,539,129 MSB)","199,015,037 MSB"
TomTomCoin (TOMS),$0.002659,+6.24%,+10.16%,+20.22%,"$4,229,999","$280,769 (105,603,715 TOMS)","1,591,000,000 TOMS"
Factom (FCT),$0.404,-0.11%,+0.02%,-3.74%,"$4,227,765",--,"10,462,235 FCT"
Diamond Launch (DLC),$0.13,+1.10%,+0.12%,-0.18%,"$4,229,776","$12,930 (99,430 DLC)","32,503,056 DLC"
Metaverse.Network Pioneer (NEER),$0.2169,+0.64%,-0.06%,-11.18%,"$4,220,646","$39,237 (180,889 NEER)","19,453,215 NEER"
Tornado Cash (TORN),$3.82,+3.06%,+11.49%,-25.97%,"$4,199,828","$6,485,136 (1,697,805 TORN)","1,099,795 TORN"
Ternoa (CAPS),$0.006441,-0.26%,+0.64%,-4.44%,"$4,202,251","$188,770 (29,309,374 CAPS)","651,975,678 CAPS"
Everest (ID),$0.03582,-0.36%,+3.91%,-4.71%,"$4,184,589","$94,890 (2,648,978 ID)","116,700,000 ID"
Monavale (MONA),$401.20,-0.55%,+0.31%,-5.16%,"$4,182,350","$35,642 (89 MONA)","10,414 MONA"
Gameswap (GSWAP),$0.3757,-0.36%,+2.48%,-0.26%,"$4,181,506","$10,785 (28,709 GSWAP)","11,119,665 GSWAP"
OG Fan Token (OG),$2.36,-0.30%,+0.01%,-13.78%,"$4,151,350","$1,661,770 (703,829 OG)","1,757,909 OG"
STAT (STAT),$0.2668,-0.79%,-5.07%,-36.62%,"$4,079,007","$92,497 (346,749 STAT)","15,294,118 STAT"
bitCNY (BITCNY),$0.1444,-0.15%,-0.21%,+1.09%,"$4,080,414","$1,361,439 (9,426,987 BITCNY)","28,245,600 BITCNY"
Dfyn Network (DFYN),$0.02427,-0.18%,-10.08%,+2.80%,"$4,059,342","$231,155 (9,525,660 DFYN)","167,272,658 DFYN"
Govi (GOVI),$0.2267,-0.42%,+1.40%,-5.11%,"$4,052,960","$279,116 (1,231,081 GOVI)","17,860,146 GOVI"
CACHE Gold (CGT),$57.94,+0.00%,-2.18%,-0.77%,"$4,045,956",$114 (2 CGT),"69,824 CGT"
Sovryn (SOV),$0.1721,-0.36%,+1.51%,-11.56%,"$4,035,185","$64,684 (375,865 SOV)","23,423,987 SOV"
Fenerbahçe Token (FB),$1.84,+0.95%,+6.20%,+14.81%,"$3,982,076","$1,171,986 (635,912 FB)","2,180,000 FB"
SIDUS (SIDUS),$0.001039,-1.17%,-1.78%,-14.64%,"$4,020,337","$432,485 (416,412,082 SIDUS)","3,867,014,879 SIDUS"
ILCOIN (ILC),$0.004402,-3.58%,-0.01%,+4.12%,"$3,997,800","$8,249 (1,873,909 ILC)","907,899,103 ILC"
Bitrue Coin (BTR),$0.03029,+0.29%,-1.76%,-2.00%,"$3,975,687","$2,603,655 (85,947,683 BTR)","131,421,228 BTR"
ChainGuardians (CGG),$0.06471,-0.05%,+2.07%,-1.14%,"$3,978,265","$182,742 (2,824,182 CGG)","61,478,209 CGG"
AnimalGo (GOM2),$0.0041,+0.02%,-0.50%,-8.13%,"$3,993,014","$237,200 (57,848,219 GOM2)","966,864,393 GOM2"
Vidya (VIDYA),$0.0972,-0.36%,+0.41%,-7.10%,"$3,952,475","$239,330 (2,462,186 VIDYA)","40,621,315 VIDYA"
Mithril (MITH),$0.003944,+1.60%,+19.62%,-57.13%,"$3,948,693","$3,515,156 (891,243,407 MITH)","1,000,000,000 MITH"
Town Star (TOWN),$0.01436,-0.36%,+2.17%,-24.41%,"$3,927,680","$436,885 (30,424,129 TOWN)","273,243,569 TOWN"
Caduceus (CMP),$0.106,-0.32%,+3.85%,-19.79%,"$3,890,902","$420,209 (3,965,089 CMP)","36,732,438 CMP"
Solanium (SLIM),$0.03885,-0.52%,+49.30%,+20.85%,"$3,820,799","$2,155,687 (55,484,340 SLIM)","100,000,000 SLIM"
Gamium (GMM),$0.0003297,+0.59%,-0.68%,+1.11%,"$3,840,814","$458,213 (1,389,887,386 GMM)","11,657,467,407 GMM"
RocketX exchange (RVF),$0.0595,-0.13%,-4.39%,-12.60%,"$3,822,455","$24,807 (416,959 RVF)","64,225,493 RVF"
Shyft Network (SHFT),$0.006707,-0.36%,-0.60%,-18.85%,"$3,815,203","$231,726 (34,550,188 SHFT)","568,268,813 SHFT"
#MetaHash (MHC),$0.001032,-1.87%,+1.95%,+2.32%,"$3,747,632","$13,477 (13,058,428 MHC)","3,674,416,605 MHC"
Napoli Fan Token (NAP),$2.81,+1.12%,-0.07%,+5.59%,"$3,779,435","$321,539 (114,489 NAP)","1,350,192 NAP"
Kromatika (KROM),$0.04723,-0.07%,+12.97%,-15.37%,"$3,794,634","$239,728 (5,075,396 KROM)","80,280,675 KROM"
1World (1WO),$0.1017,-0.09%,+7.25%,+0.10%,"$3,781,107","$6,585 (64,753 1WO)","37,219,453 1WO"
NFT Worlds (WRLD),$0.005811,-0.36%,+1.88%,-19.42%,"$3,787,318","$77,558 (13,346,747 WRLD)","651,090,665 WRLD"
Polkamarkets (POLK),$0.03937,-0.36%,-0.57%,-7.85%,"$3,785,374","$81,607 (2,072,895 POLK)","96,054,553 POLK"
Inverse Finance (INV),$40.35,+0.16%,-2.33%,-14.25%,"$3,785,512","$263,301 (6,526 INV)","93,726 INV"
CropBytes (CBX),$0.03567,-0.02%,+5.39%,-4.92%,"$3,770,739","$190,767 (5,347,527 CBX)","105,664,003 CBX"
Venus LINK (vLINK),$0.1218,-0.03%,+0.51%,-7.86%,"$3,764,539","$6,037 (49,571 VLINK)","30,907,312 vLINK"
DeFi Land (DFL),$0.001478,+0.77%,+3.81%,+41.34%,"$3,750,441","$76,547 (51,786,821 DFL)","2,525,158,778 DFL"
StrikeX (STRX),$0.02732,-0.06%,+0.06%,-11.51%,"$3,716,325","$14,411 (527,526 STRX)","136,008,947 STRX"
Mobius (MOBI),$0.007123,+1.26%,+1.65%,-4.85%,"$3,686,917","$16,465 (2,311,609 MOBI)","517,157,817 MOBI"
TrustVerse (TRV),$0.004854,+0.09%,+2.46%,-7.50%,"$3,680,461","$179,468 (36,974,010 TRV)","758,063,258 TRV"
Bytecoin (BCN),$0.00001986,-4.80%,+1.67%,-3.91%,"$3,655,634","$15,863 (798,889,978 BCN)","184,066,828,814 BCN"
HyperCash (HC),$0.08108,+0.08%,+2.60%,-10.37%,"$3,656,429","$56,080 (691,624 HC)","45,071,909 HC"
MandoX V2 (MANDOX),$0.0000002441,-0.36%,-0.79%,-17.32%,"$3,650,863","$966 (3,957,468,017 MANDOX)","14,942,855,598,702 MANDOX"
BoringDAO (BOR),$25.20,+0.00%,+0.42%,-17.43%,"$3,619,744",--,"143,642 BOR"
Matrix AI Network (MAN),$0.01687,-0.93%,-2.07%,-6.13%,"$3,581,028","$914,872 (54,232,723 MAN)","214,302,042 MAN"
Monetha (MTH),$0.008972,+0.08%,-4.78%,-10.08%,"$3,610,431","$328,455 (36,609,071 MTH)","402,400,000 MTH"
Poolz Finance (POOLZ),$0.9397,-0.06%,+1.12%,-6.83%,"$3,602,055","$181,847 (193,514 POOLZ)","3,822,410 POOLZ"
MEET.ONE (MEETONE),$0.001869,-0.29%,-0.09%,-6.58%,"$3,577,468",--,"1,913,271,866 MEETONE"
Portugal National Team Fan Token (POR),$1.15,+0.01%,+4.18%,-25.22%,"$3,561,638","$1,527,646 (1,330,419 POR)","3,102,534 POR"
PearDAO (PEX),$0.06786,-0.05%,-1.03%,-8.79%,"$3,559,358","$154,445 (2,275,852 PEX)","52,300,308 PEX"
Exeedme (XED),$0.03938,-0.29%,+0.87%,-6.48%,"$3,542,044","$176,428 (4,480,073 XED)","89,830,976 XED"
Enecuum (ENQ),$0.01719,+0.63%,+8.77%,+5.77%,"$3,516,368","$51,446 (2,992,561 ENQ)","204,520,109 ENQ"
Santiment Network Token (SAN),$0.05542,-0.36%,+0.60%,-8.83%,"$3,510,493","$422 (7,607 SAN)","63,293,579 SAN"
PKT (PKT),$0.001043,-0.03%,-0.30%,+3.60%,"$3,494,199","$82,262 (78,862,659 PKT)","3,347,942,066 PKT"
Kasta (KASTA),$0.02671,+0.02%,-0.53%,-7.34%,"$3,472,195","$232,261 (8,695,434 KASTA)","129,983,580 KASTA"
TiFi Token (TIFI),$0.00000004299,-1.31%,-3.46%,-8.25%,"$3,482,378","$42,144 (980,384,587,813 TIFI)","80,726,639,438,681 TIFI"
DeFine (DFA),$0.06119,-0.96%,-5.62%,-2.71%,"$3,432,493","$1,140,254 (18,634,531 DFA)","56,181,518 DFA"
Wombat Exchange (WOM),$0.1095,-1.83%,-10.19%,-24.29%,"$3,461,823","$234,192 (2,138,380 WOM)","31,274,950 WOM"
